verse_key,translation
24:63,jadi panggil rasul muhammad panggil sungguh allah lindung kawan salah perintah takut coba timpa azab pedih
24:64,tahu sungguh milik langit bumi kembali kerja allah maha
25:1,mahasuci allah turun furqan muhammad beri ingat alam jin manusia
25:2,milik raja langit bumi anak sekutu kuasa cipta tetap
25:3,ambil sembah cipta cipta kuasa tolak bahaya manfaat kuasa mati hidup bangkit
25:4,kafir bohong muhammad bantu sungguh buat zalim dusta
25:5,tulis baca dongeng pagi petang
25:6,muhammad turun allah rahasia langit bumi sungguh maha kam maha sayang
25:7,rasul muhammad makan makan jalan malaikat turun malaikat ingat
25:8,turun harta kaya kebun bagi makan hasil nya zalim ikut kena sihir
25:9,perhati engkau sesat sanggup jalan tentang rasul
25:10,mahasuci allah niscaya jadi bagi alir bawah jadi untuk
25:11,dusta kiamat sedia neraka dusta kiamat
25:12,neraka dengar suara gemuruh marah
25:13,lempar sempit neraka belenggu teriak harap binasa
25:14,harap binasa harap binasa
25:15,muhammad azab surga kekal janji takwa balas
25:16,hendak dalam surga kekal dalam janji tuhan mohon
25:17,ingat allah kumpul sembah allah firman sembah sesat sendiri sesat jalan
25:18,sembah mahasuci engkau ambil lindung engkau engkau nenek moyang nikmat hidup lupa ingat kaum binasa
25:19,sungguh sembah ingkar tolak azab tolong diri barangsiapa buat zalim niscaya timpa azab
25:20,utus belum muhammad makan makan jalan jadi coba mau sabar tuhan maha
25:21,harap temu akhirat malaikat turun tuhan sungguh sombong lampau batas zalim
25:22,ingat malaikat kabar gembira dosa hijran mahjura
25:23,lihat amal kerja jadi amal debu bangan
25:24,surga tinggal indah istirahat
25:25,ingat langit pecah keluar kabut putih malaikat turun gelombang
25:26,raja hak milik tuhan maha asih sulit kafir
25:27,ingat zalim gigit jari sali buat seraya ambil jalan rasul
25:28,celaka jadi si fulan teman akrab ku
25:29,sungguh sesat ingat kepada setan khianat manusia
25:30,rasul muhammad ya tuhan sungguh kaum jadi abai
25:31,nabi adakan musuh dosa tuhan beri tunjuk tolong
25:32,kafir turun teguh hati muhammad dengan baca tartil perlahan
25:33,kafir kepada bawa aneh datang kepada jelas
25:34,kumpul neraka jahanam seret wajah buruk tempat sesat jalan
25:35,sungguh kitab taurat musa jadi harun saudara serta wazir bantu
25:36,firman pergi dua kaum dusta hancur
25:37,binasa kaum nuh dusta rasul tenggelamkam jadi cerita ajar manusia sedia zalim azab pedih
25:38,binasa kaum ad samud duduk rass generasi
25:39,jadi umpama hancur
25:40,sungguh kaum musyrik mekah negeri sodom jatuh hujan buruk hujan batu saksi harap bangkit
25:41,engkau muhammad jadi engkau ejek orang utus allah rasul
25:42,sungguh sesat sembah anda tahan sembah kelak azab sesat jalan
25:43,engkau muhammad orang jadi ingin tuhan engkau lindung
25:44,engkau banyak dengar paham hewan ternak sesat jalan
25:45,engkau perhati cipta tuhan panjang pendek niscaya jadi jadi matahari tunjuk
25:46,tarik
25:47,jadi malam untuk pakai tidur istirahat jadi siang bangkit usaha
25:48,tiup angin bawa kabar gembira datang hujan turun langit air bersih
25:49,air hidup negeri mati tandus minum cipta ternak manusia
25:50,sungguh gilir hujan ambil ajar banyak manusia syukur ingkar nikmat
25:51,niscaya utus beri ingat negeri
25:52,engkau taat kafir juang dengan semangat juang
25:53,biar laut alir damping tawar segar asin pahit jadi dinding batas tembus
25:54,cipta manusia air jadi manusia turun musaharah tuhan mahakuasa
25:55,sembah allah manfaat bencana kafir tolong setan buat durhaka tuhan
25:56,utus engkau muhammad bawa kabar gembira beri ingat
25:57,imbal risalah harap ambil jalan tuhan
25:58,tawakal allah hidup mati tasbih maha dosa
25:59,cipta langit bumi enam semayam arsy maha asih tanya allah orang muhammad
25:60,sujud maha asih maha asih sujud allah engkau muhammad perintah sujud lari benar
25:61,mahasuci allah jadi langit gugus jadi matahari sinar
25:62,jadi malam siang silih ganti orang ambil ajar syukur
25:63,tuhan maha asih jalan bumi rendah hati bodoh sapa hina salam
25:64,habis malam ibadah tuhan sujud diri
25:65,ya tuhan jauh azab jahanam sungguh azab binasa kekal
25:66,sungguh jahanam tetap diam
25:67,tuhan maha asih infak harta kikir wajar
25:68,sekutu allah sembah bunuh orang haram allah kecuali alas zina barangsiapa niscaya hukum berat
25:69,dilipatgandakan azab untuk kiamat kekal azab hina
25:70,kecuali tobat iman kebaji jahat ganti allah baik allah maha kam maha sayang
25:71,barangsiapa tobat kebaji sungguh tobat allah tobat
25:72,saksi palsu temu faedah jaga hormat
25:73,ingat tuhan sikap tuli buta
25:74,ya tuhan anugerah pasang turun senang hati jadi pimpin takwa
25:75,balas surga sabar sambut hormat salam
25:76,kekal dalam surga tetap diam
25:77,muhammad musyrik tuhan indah ibadah ibadah sungguh kelak azab timpa
26:1,tha sin mim
26:2,kitab
26:3,engkau muhammad binasa diri sedih duduk mekah iman
26:4,niscaya turun mukjizat langit tengkuk tunduk rendah hati
26:5,kali ingat ayat turun tuhan maha asih paling dari
26:6,sungguh dusta kelak benar azab
26:7,perhati bumi betapa tumbuh bumi pasang
26:8,sungguh tanda besar allah banyak iman
26:9,sungguh tuhan mahaperkasa maha sayang
26:10,ingat tuhan seru musa datang kaum zalim
26:11,kaum fir aun takwa
26:12,musa ya tuhan sungguh takut dusta
26:13,dada sempit lidah lancar utus harun sama
26:14,dosa takut bunuh
26:15,allah firman takut bunuh pergi dua bawa sungguh sama dengar
26:16,datang dua fir aun sungguh tuhan alam
26:17,lepas bani israil pergi
26:18,fir aun asuh lingkung keluarga engkau engkau tinggal umur
26:19,engkau musa salah buat engkau laku engkau orang terima kasih
26:20,musa laku orang khilaf
26:21,lari dari takut kepada tuhan anugerah ilmu kepada jadi salah
26:22,baik engkau kepada engkau budak bani israil
26:23,fir aun tuhan alam
26:24,musa tuhan cipta langit bumi tuhan
26:25,fir aun keliling dengar
26:26,musa tuhan tuhan nenek moyang
26:27,fir aun sungguh rasul utus orang gila
26:28,musa tuhan kuasa timur barat erti
26:29,fir aun sungguh engkau sembah tuhan masuk engkau penjara
26:30,musa engkau tunjuk kepada bukti nyata
26:31,fir aun tunjuk bukti nyata engkau orang
26:32,musa lempar tongkat tongkat ular
26:33,keluar tangan baju tangan putih cahaya
26:34,fir aun muka keliling sungguh musa sihir pandai
26:35,usir negeri sihir saran
26:36,tahan saudara utus negeri kumpul sihir
26:37,niscaya sihir pandai kepada
26:38,kumpul sihir tetap tentu
26:39,umum orang kumpul
26:40,ikut sihir menang
26:41,sihir fir aun imbal menang
26:42,fir aun ya duduk kepada
26:43,musa lempar lempar
26:44,lempar tali temali seraya kuasa fir aun menang
26:45,musa lempar tongkat tel palsu
26:46,sungkur sihir sujud
26:47,iman tuhan alam
26:48,tuhan musa harun
26:49,fir aun iman musa izin kepada sungguh pimpin ajar sihir kepada akibat buat potong tangan kaki silang sungguh salib
26:50,takut tuhan
26:51,sungguh tuhan ampun salah orang iman
26:52,wahyu perintah musa pergi malam bawa bani israil kejar
26:53,fir aun kirim orang kumpul bala tentara
26:54,fir aun sungguh bani israil kelompok
26:55,sungguh buat timbul amarah
26:56,sungguh kecuali waspada
26:57,keluar fir aun kaum mata air
26:58,harta kaya duduk mulia
26:59,anugerah bani israil
26:60,fir aun bala tentara susul matahari terbit
26:61,golong kata musa susul
26:62,musa susul sungguh tuhan sama tunjuk kepada
26:63,wahyu musa pukul laut belah laut bahan gunung
26:64,sana dekat golong
26:65,selamat musa sama
26:66,tenggelam golong
26:67,sungguh tanda kuasa allah banyak iman
26:68,sungguh tuhan mahaperkasa maha sayang
26:69,baca kisah ibrahim
26:70,ibrahim ayah kaum sembah
26:71,sembah senantiasa tekun sembah
26:72,ibrahim dengar doa
26:73,dapat manfaat celaka
26:74,dapat nenek moyang buat
26:75,ibrahim perhati sembah
26:76,nenek moyang
26:77,sungguh sembah musuh hal tuhan alam
26:78,cipta tunjuk kepada
26:79,makan minum kepada
26:80,sakit sembuh
26:81,mati hidup
26:82,ingin ampun salah kiamat
26:83,ibrahim doa ya tuhan beri kepada ilmu masuk golong saleh
26:84,jadi buah
26:85,jadi orang waris surga penuh nikmat
26:86,ampun ayah sungguh orang sesat
26:87,engkau hina bangkit
26:88,harta guna
26:89,kecuali hadap allah hati bersih
26:90,surga dekat takwa
26:91,neraka jahim sesat
26:92,sembah
26:93,allah dapat tolong tolong
26:94,sembah jungkir neraka sesat
26:95,bala tentara iblis
26:96,tengkar dalam neraka
26:97,allah sungguh dunia sesat nyata
26:98,sama tuhan alam
26:99,sesat kecuali dosa
26:100,beri syafaat tolong
26:101,teman akrab
26:102,anda dunia niscaya iman
26:103,sungguh tanda kuasa allah banyak iman
26:104,sungguh tuhan mahaperkasa maha sayang
26:105,kaum nuh dusta rasul
26:106,saudara nuh takwa
26:107,sungguh rasul percaya utus kepada
26:108,takwa allah taat kepada
26:109,imbal kepada aja imbal tuhan alam
26:110,takwa allah taat kepada
26:111,iman kepada hina
26:112,nuh tahu kerja
26:113,hitung amal buat tuhan sadar
26:114,usir iman
26:115,beri ingat
26:116,nuh sungguh engkau henti niscaya engkau orang rajam lempari batu mati
26:117,nuh ya tuhan sungguh kaum dusta
26:118,ilah putus selamat iman sama
26:119,selamat nuh sama kapal penuh muat
26:120,tenggelam tinggal
26:121,sungguh tanda kuasa allah banyak iman
26:122,sungguh tuhan mahaperkasa maha sayang
26:123,kaum ad dusta rasul
26:124,saudara hud takwa
26:125,sungguh rasul percaya utus kepada
26:126,takwa allah taat kepada
26:127,imbal kepada aja imbal tuhan alam
26:128,diri tanah megah tempat
26:129,harap hidup kekal
26:130,siksa laku kejam bengis
26:131,takwa allah taat kepada
26:132,tetap takwa anugerah kepada tahu
26:133,allah anugerah kepada hewan ternak
26:134,mata air
26:135,sungguh takut timpa azab
26:136,engkau nasihat nasihat
26:137,agama adat biasa
26:138,azab
26:139,dusta hud binasa sungguh tanda kuasa allah banyak iman
26:140,sungguh tuhan mahaperkasa maha sayang
26:141,kaum samud dusta rasul
26:142,saudara saleh takwa
26:143,sungguh rasul percaya utus kepada
26:144,takwa allah taat kepada
26:145,imbal kepada aja imbal tuhan alam
26:146,biar tinggal negeri aman
26:147,mata air
26:148,kurma mayang lembut
26:149,pahat terampil jadi
26:150,takwa allah taat kepada
26:151,taat perintah lampau batas
26:152,buat rusa bumi ada baik
26:153,sungguh engkau orang kena sihir
26:154,engkau manusia datang mukjizat engkau orang
26:155,saleh ekor unta betina hak gilir minum hak minum tentu
26:156,sentuh unta jahat timpa azab dahsyat
26:157,bunuh sesal
26:158,timpa azab sungguh tanda kuasa allah banyak iman
26:159,sungguh tuhan mahaperkasa maha sayang
26:160,kaum lut dusta rasul
26:161,saudara lut takwa
26:162,sungguh rasul percaya utus kepada
26:163,takwa allah taat kepada
26:164,imbal kepada aja imbal tuhan alam
26:165,jenis manusia buat homoseks
26:166,tinggal perempuan cipta tuhan lampau batas
26:167,lut engkau henti engkau usir
26:168,lut sungguh benci buat
26:169,lut doa ya tuhan selamat keluarga akibat buat kerja
26:170,selamat keluarga
26:171,kecuali perempuan tua istri golong tinggal
26:172,binasa
26:173,hujan hujan batu betapa buruk hujan timpa ingat
26:174,sungguh tanda kuasa allah banyak iman
26:175,sungguh tuhan mahaperkasa maha sayang
26:176,duduk aikah dusta rasul
26:177,syuaib takwa
26:178,sungguh rasul percaya utus kepada
26:179,takwa allah taat kepada
26:180,imbal kepada aja imbal tuhan alam
26:181,sempurna takar rugi orang
26:182,timbang timbang
26:183,rugi manusia kurang rusa bumi
26:184,takwa allah cipta
26:185,engkau kena sihir
26:186,engkau manusia sungguh engkau dusta
26:187,jatuh gumpal langit engkau
26:188,syuaib tuhan kerja
26:189,dusta syuaib timpa azab gelap sungguh azab dahsyat
26:190,sungguh tanda kuasa allah banyak iman
26:191,sungguh tuhan mahaperkasa maha sayang
26:192,sungguh turun tuhan alam
26:193,bawa turun jibril
26:194,hati muhammad engkau orang ingat
26:195,bahasa arab
26:196,sungguh orang
26:197,bukti ulama bani israil tahu
26:198,anda turun golong arab
26:199,baca kafir niscaya iman
26:200,masuk sifat dusta ingkar hati dosa
26:201,iman azab pedih
26:202,azab dadak sadar
26:203,tangguh
26:204,azab cepat
26:205,dapat nikmat hidup
26:206,azab ancam
26:207,niscaya guna nikmat rasa
26:208,binasa negeri kecuali ingat
26:209,ingat laku zalim
26:210,bawa turun
26:211,sanggup
26:212,sungguh dengar jauh
26:213,seru sembah tuhan allah azab
26:214,ilah ingat muhammad dekat
26:215,rendah diri iman ikut
26:216,durhaka muhammad sungguh tanggung kerja
26:217,tawakal allah mahaperkasa maha sayang
26:218,engkau engkau diri salat
26:219,ubah gera badan sujud
26:220,sungguh maha dengar maha
26:221,mau berita kepada turun
26:222,setan turun dusta dosa
26:223,hasil dengar banyak dusta
26:224,ikut sesat
26:225,engkau embara lembah
26:226,nya
26:227,kecuali iman buat kebaji allah menang zalim kafir zalim kelak
27:1,tha sin kitab
27:2,tunjuk berita gembira iman
27:3,laksana salat tunai zakat akhirat
27:4,sungguh iman akhirat jadi indah buruk gelimang sesat
27:5,siksa buruk dunia akhirat rugi
27:6,sungguh engkau muhammad sisi allah mahabijaksana maha
27:7,ingat musa keluarga sungguh api bawa kabar kepada bawa suluh api obor kepada diang hangat badan api
27:8,api seru kah api mahasuci allah tuhan alam
27:9,allah firman musa sungguh allah mahaperkasa mahabijaksana
27:10,lempar tongkat tongkat ular musa ekor ular gesit lari balik toleh musa takut sungguh rasul takut
27:11,kecuali orang laku zalim ubah baik jahat tobat sungguh maha kam maha sayang
27:12,masuk tangan leher baju niscaya putih sinar cacat mukjizat sembilan mukjizat muka fir aun kaum fasik
27:13,terang sihir nyata
27:14,ingkar zalim sombong hati benar nya perhati sudah buat rusa
27:15,sungguh ilmu dawud sulaiman puji allah lebih iman
27:16,sulaiman waris dawud sulaiman manusia ajar bahasa burung sungguh karunia nyata
27:17,sulaiman kumpul bala tentara jin manusia burung bar tertib
27:18,lembah semut kata ekor semut masuk injak sulaiman bala tentara sadar
27:19,sulaiman senyum tertawa dengar kata semut doa ya tuhan anugerah ilham syukur engkau anugerah kepada orang tua kebaji engkau rida masuk golong saleh
27:20,periksa hadir
27:21,hukum hukum berat sembelih kecuali kepada alas
27:22,datang engkau tahu kepada negeri saba bawa berita
27:23,sungguh dapat perempuan perintah anugerah milik singgasana
27:24,burung hud dapat kaum sembah matahari allah setan jadi indah buruk halang jalan allah tunjuk
27:25,sembah allah keluar pendam langit bumi sembunyi nyata
27:26,allah tuhan tuhan arsy agung
27:27,sulaiman lihat dusta
27:28,pergi bawa surat jatuh paling perhati bicara
27:29,balqis besar sungguh kepada surat mulia
27:30,sungguh surat sulaiman isi nama allah maha asih maha sayang
27:31,engkau laku sombong hadap datang kepada serah
27:32,balqis besar ilah timbang perkara putus perkara hadir majelis ku
27:33,milik kuat berani perang putus tangan timbang engkau perintah
27:34,balqis sungguh takluk negeri binasa jadi duduk mulia hina buat
27:35,sungguh kirim utus bawa hadiah tunggu bawa utus
27:36,utus sulaiman sulaiman harta kepada allah kepada allah kepada bangga hadiah
27:37,kembali sungguh bala tentara lawan usir negeri saba hina tawan hina dina
27:38,sulaiman besar sanggup bawa singgasana kepada kepada serah
27:39,ifrit golong jin bawa kepada engkau diri duduk sungguh kuat laku percaya
27:40,ilmu kitab bawa singgasana kepada mata sulaiman singgasana letak hadap karunia tuhan uji syukur ingkar barangsiapa syukur sungguh syukur baik barangsiapa ingkar sungguh tuhan mahakaya mahamulia
27:41,sulaiman ubah untuk singgasana balqis kenal kenal
27:42,balqis tanya singgasana balqis balqis tahu serah allah
27:43,biasa sembah allah cegah lahir islam sungguh balqis kafir
27:44,balqis masuk balqis lantai istana kira kolam air singkap tutup betis sulaiman sungguh lantai istana lapis balqis ya tuhan sungguh buat zalim diri serah sulaiman allah tuhan alam
27:45,sungguh utus kaum samud saudara saleh seru sembah allah golong musuh
27:46,saleh kaum segera keburu baik mohon ampun allah rahmat
27:47,nasib malang sebab saleh nasib allah kaum uji
27:48,kota sembilan orang buat rusa bumi baik
27:49,sumpah nama allah serang keluarga malam ahli waris saksi binasa keluarga sungguh orang
27:50,tipu daya susun tipu daya sadar
27:51,perhati akibat tipu daya binasa kaum
27:52,runtuh zalim sungguh tanda kuasa allah
27:53,selamat iman takwa
27:54,ingat kisah lut kaum buat fahisyah keji keji buat maksiat
27:55,penuh syahwat mu perempuan sungguh kaum akibat buat
27:56,kaum usir lut keluarga negeri sungguh anggap suci
27:57,selamat keluarga kecuali istri tentu tinggal binasa
27:58,hujan hujan batu buruk hujan timpa ingat indah
